field,RAdeg,DEdeg,GLON,GLAT,sigma18,sigma21,N18,N21
BLG626.23,264.738,-23.927,3.477,3.905,88.5,1699.1,14377,276015
BLG626.24,264.569,-23.927,3.395,4.036,88.1,1478.7,14322,240390
BLG626.25,264.4,-23.927,3.313,4.166,74.9,1398.2,12185,227466
BLG626.26,265.59,-23.605,4.163,3.411,84.3,1494.2,13665,242218
BLG626.27,265.421,-23.605,4.082,3.543,89.5,1556.1,14515,252372
BLG626.28,265.252,-23.605,4.0,3.675,98.3,1681.5,15946,272777
BLG626.29,265.083,-23.605,3.918,3.806,95.9,1626.3,15557,263823
BLG626.30,264.914,-23.605,3.836,3.938,86.8,1567.4,14091,254450
BLG626.31,264.745,-23.605,3.754,4.069,75.2,1351.1,12213,219438
BLG626.32,264.577,-23.605,3.672,4.2,58.7,1061.8,9540,172576
BLG629.01,266.838,-20.24,7.647,4.17,51.0,876.8,8446,145213
BLG629.02,266.674,-20.24,7.568,4.302,38.5,633.3,6374,104861
BLG629.03,266.51,-20.24,7.489,4.434,45.9,750.9,7596,124273
BLG629.04,266.346,-20.24,7.409,4.566,67.0,996.6,11085,164897
BLG629.05,266.182,-20.24,7.329,4.697,68.4,1036.8,11317,171548
BLG629.06,266.018,-20.24,7.249,4.829,60.0,953.2,9932,157790
BLG629.07,265.854,-20.24,7.169,4.96,62.5,956.9,10348,158439
BLG629.08,266.994,-19.919,7.999,4.209,57.7,892.5,9553,147780
BLG629.09,266.83,-19.919,7.92,4.342,59.6,930.3,9863,153965
BLG629.10,266.666,-19.919,7.841,4.474,67.2,996.5,11119,164882
BLG629.11,266.502,-19.919,7.761,4.606,62.5,923.5,10334,152695
BLG629.12,266.338,-19.919,7.681,4.738,71.6,995.5,11835,164561
BLG629.13,266.174,-19.919,7.601,4.87,74.3,1002.9,12279,165744
BLG629.17,266.994,-19.62,8.257,4.363,44.6,779.3,7381,128975
BLG629.18,266.83,-19.62,8.178,4.495,48.8,820.9,8072,135795
BLG629.19,266.666,-19.62,8.098,4.628,53.8,867.1,8893,143336
BLG629.20,266.502,-19.62,8.018,4.76,67.9,987.9,11221,163267
BLG629.21,266.338,-19.62,7.938,4.892,73.2,978.2,12097,161664
BLG629.26,266.838,-19.298,8.458,4.654,43.5,736.3,7190,121715
BLG629.27,266.674,-19.298,8.378,4.787,46.4,761.7,7670,125914
BLG629.28,266.51,-19.298,8.298,4.92,43.9,734.2,7253,121310
BLG630.01,266.85,-21.471,6.596,3.527,69.8,1160.9,11621,193291
BLG630.02,266.685,-21.471,6.516,3.659,60.9,1022.3,10142,170251
BLG630.03,266.519,-21.471,6.437,3.79,64.4,1075.7,10725,179144
BLG630.04,266.354,-21.471,6.357,3.922,61.7,1022.5,10272,170244
BLG630.05,266.189,-21.471,6.277,4.053,70.8,1166.3,11785,194139
BLG630.06,266.024,-21.471,6.197,4.185,82.5,1260.2,13729,209719
BLG630.07,265.859,-21.471,6.117,4.316,88.0,1405.8,14648,233994
BLG630.08,267.007,-21.15,6.948,3.567,86.0,1397.4,14322,232724
BLG630.09,266.842,-21.15,6.868,3.699,78.1,1209.3,13003,201349
BLG630.10,266.677,-21.15,6.789,3.831,58.4,971.3,9721,161683
BLG630.11,266.512,-21.15,6.709,3.963,49.3,814.0,8204,135466
BLG630.12,266.346,-21.15,6.629,4.095,58.7,1003.7,9766,166996
BLG630.13,266.181,-21.15,6.549,4.226,56.8,957.7,9448,159304
BLG630.14,266.016,-21.15,6.469,4.358,57.5,964.4,9566,160454
BLG630.15,265.851,-21.15,6.388,4.49,56.6,950.4,9414,158086
BLG630.16,265.686,-21.15,6.308,4.621,64.5,1026.9,10728,170811
BLG630.17,267.007,-20.85,7.205,3.72,72.2,1127.6,12021,187751
BLG630.18,266.842,-20.85,7.125,3.853,87.6,1332.3,14578,221735
BLG630.19,266.677,-20.85,7.045,3.985,65.3,1031.6,10864,171641
BLG630.20,266.512,-20.85,6.966,4.117,49.4,833.6,8215,138631
BLG630.21,266.346,-20.85,6.886,4.25,37.9,620.4,6302,103175
BLG630.22,266.181,-20.85,6.805,4.382,39.3,659.3,6537,109668
BLG630.23,266.016,-20.85,6.725,4.514,39.3,640.1,6535,106449
BLG630.24,265.851,-20.85,6.644,4.645,47.5,795.9,7897,132327
BLG630.25,265.686,-20.85,6.564,4.777,62.2,1000.2,10346,166370
BLG630.26,266.85,-20.529,7.405,4.012,55.7,887.6,9272,147753
BLG630.27,266.685,-20.529,7.325,4.145,44.2,745.9,7355,124135
BLG630.28,266.519,-20.529,7.245,4.277,34.8,567.3,5788,94366
BLG630.29,266.354,-20.529,7.165,4.41,41.3,671.7,6868,111706
BLG630.30,266.189,-20.529,7.085,4.542,46.3,779.1,7696,129505
BLG630.31,266.024,-20.529,7.004,4.674,48.7,815.4,8095,135539
BLG630.32,265.859,-20.529,6.924,4.806,47.2,771.2,7847,128220
BLG631.01,266.875,-22.702,5.552,2.873,114.7,1896.4,18852,311703
BLG631.02,266.708,-22.702,5.472,3.004,123.2,1967.2,20249,323340
BLG631.03,266.542,-22.702,5.393,3.136,97.0,1583.8,15939,260261
BLG631.04,266.375,-22.702,5.313,3.267,83.6,1469.2,13737,241421
BLG631.05,266.208,-22.702,5.233,3.399,68.3,1109.8,11223,182370
BLG631.06,266.042,-22.702,5.153,3.53,64.9,1076.5,10662,176854
BLG631.07,265.875,-22.702,5.072,3.661,78.7,1294.6,12929,212685
BLG631.08,267.034,-22.38,5.903,2.913,94.3,1633.7,15503,268581
BLG631.09,266.867,-22.38,5.824,3.045,104.0,1622.2,17094,266634
BLG631.10,266.7,-22.38,5.744,3.177,94.2,1583.5,15479,260203
BLG631.11,266.534,-22.38,5.664,3.309,97.7,1596.7,16054,262372
BLG631.12,266.367,-22.38,5.584,3.44,73.7,1201.5,12107,197390
BLG631.13,266.201,-22.38,5.504,3.572,63.8,1050.6,10481,172599
BLG631.14,266.034,-22.38,5.424,3.704,64.7,1068.8,10626,175548
BLG631.15,265.867,-22.38,5.343,3.835,68.7,1165.7,11283,191463
BLG631.16,265.701,-22.38,5.263,3.966,79.7,1430.6,13087,234909
BLG631.17,267.034,-22.081,6.16,3.067,96.0,1576.3,15786,259214
BLG631.18,266.867,-22.081,6.08,3.199,88.3,1483.3,14513,243812
BLG631.19,266.7,-22.081,6.001,3.331,75.4,1274.4,12393,209468
BLG631.20,266.534,-22.081,5.921,3.463,71.3,1238.2,11716,203477
BLG631.21,266.367,-22.081,5.841,3.595,71.7,1289.0,11782,211825
BLG631.22,266.201,-22.081,5.76,3.727,72.3,1254.9,11877,206163
BLG631.23,266.034,-22.081,5.68,3.859,81.4,1397.3,13369,229503
BLG631.24,265.867,-22.081,5.599,3.991,74.6,1197.5,12249,196640
BLG631.25,265.701,-22.081,5.518,4.123,71.4,1299.4,11721,213329
BLG631.26,266.875,-21.76,6.36,3.358,64.9,1017.1,10672,167257
BLG631.27,266.708,-21.76,6.28,3.491,65.0,1051.2,10686,172823
BLG631.28,266.542,-21.76,6.2,3.624,72.6,1174.9,11932,193113
BLG631.29,266.375,-21.76,6.12,3.756,73.3,1160.0,12045,190619
BLG631.30,266.208,-21.76,6.039,3.888,80.4,1276.9,13208,209778
BLG631.31,266.042,-21.76,5.959,4.02,88.2,1413.8,14486,232222
BLG631.32,265.875,-21.76,5.878,4.153,84.0,1307.6,13790,214667
BLG632.01,266.904,-23.932,4.511,2.214,90.7,1478.7,14786,241068
BLG632.02,266.736,-23.932,4.431,2.346,95.3,1505.1,15540,245430
BLG632.03,266.568,-23.932,4.352,2.477,115.3,1968.6,18810,321167
BLG632.04,266.4,-23.932,4.272,2.609,129.5,2197.8,21127,358551
BLG632.05,266.232,-23.932,4.192,2.74,123.4,2067.2,20132,337253
BLG632.06,266.064,-23.932,4.112,2.871,120.7,2042.6,19701,333401
BLG632.07,265.896,-23.932,4.031,3.002,121.2,1945.6,19782,317568
BLG632.08,267.065,-23.611,4.862,2.254,106.4,1722.6,17346,280822
BLG632.09,266.897,-23.611,4.783,2.386,118.3,1992.0,19286,324749
BLG632.10,266.728,-23.611,4.703,2.518,116.3,1872.7,18964,305365
BLG632.11,266.56,-23.611,4.623,2.65,115.2,1946.4,18789,317469
BLG632.12,266.392,-23.611,4.543,2.782,118.4,1964.8,19316,320547
BLG632.13,266.224,-23.611,4.463,2.913,119.2,2008.7,19451,327789
BLG632.14,266.056,-23.611,4.382,3.045,113.7,1920.3,18554,313372
BLG632.15,265.888,-23.611,4.302,3.176,109.5,1783.8,17873,291158
BLG632.16,265.72,-23.611,4.221,3.308,88.8,1550.4,14497,253122
BLG632.17,267.065,-23.312,5.119,2.409,132.1,2029.8,21541,330983
BLG632.18,266.897,-23.312,5.039,2.541,135.9,2122.8,22160,346156
BLG632.19,266.728,-23.312,4.959,2.673,140.6,2152.0,22932,351004
BLG632.20,266.56,-23.312,4.879,2.805,131.6,2106.2,21464,343533
BLG632.21,266.392,-23.312,4.799,2.937,127.7,2028.2,20833,330882
BLG632.22,266.224,-23.312,4.719,3.069,119.2,1874.6,19451,305906
BLG632.23,266.056,-23.312,4.638,3.201,107.9,1725.3,17611,281610
BLG632.24,265.888,-23.312,4.557,3.333,95.6,1623.8,15607,265106
BLG632.25,265.72,-23.312,4.476,3.464,91.0,1525.6,14860,249135
BLG632.26,266.904,-22.99,5.318,2.701,129.2,1926.7,21073,314256
BLG632.27,266.736,-22.99,5.238,2.833,139.9,1952.2,22823,318491
BLG632.28,266.568,-22.99,5.158,2.966,127.1,1862.7,20735,303890
BLG632.29,266.4,-22.99,5.078,3.098,105.3,1658.5,17183,270642
BLG632.30,266.232,-22.99,4.997,3.23,94.8,1565.7,15473,255559
BLG632.31,266.064,-22.99,4.916,3.362,83.6,1443.8,13645,235662
BLG632.32,265.896,-22.99,4.836,3.494,71.8,1230.7,11719,200879
BLG633.01,266.934,-25.163,3.471,1.555,39.6,479.5,6439,77978
BLG633.02,266.765,-25.163,3.391,1.687,40.3,465.3,6553,75669
BLG633.03,266.595,-25.163,3.311,1.818,69.9,786.4,11367,127888
BLG633.04,266.425,-25.163,3.232,1.95,90.2,1132.7,14668,184205
BLG633.05,266.255,-25.163,3.152,2.081,91.3,1199.7,14851,195148
BLG633.06,266.085,-25.163,3.071,2.212,86.3,1186.8,14041,193095
BLG633.07,265.916,-25.163,2.991,2.343,66.5,812.3,10819,132163
BLG633.08,267.096,-24.841,3.822,1.596,48.6,520.3,7914,84735
BLG633.09,266.926,-24.841,3.742,1.728,56.8,561.3,9254,91455
BLG633.10,266.757,-24.841,3.662,1.859,66.0,723.2,10748,117778
BLG633.11,266.587,-24.841,3.583,1.991,73.0,851.4,11888,138657
BLG633.12,266.417,-24.841,3.503,2.123,73.2,929.0,11924,151331
BLG633.13,266.247,-24.841,3.422,2.254,80.7,1086.6,13145,177003
BLG633.14,266.078,-24.841,3.342,2.386,79.9,1096.4,13009,178514
BLG633.15,265.908,-24.841,3.261,2.517,77.5,1066.5,12621,173688
BLG633.16,265.738,-24.841,3.18,2.648,81.0,1223.3,13191,199224
BLG633.17,267.096,-24.542,4.078,1.75,93.2,1057.6,15196,172443
BLG633.18,266.926,-24.542,3.998,1.882,89.2,1021.7,14540,166551
BLG633.19,266.757,-24.542,3.919,2.014,89.8,1135.6,14642,185161
BLG633.20,266.587,-24.542,3.838,2.146,80.1,1059.7,13060,172786
BLG633.21,266.417,-24.542,3.758,2.278,85.3,1168.7,13905,190514
BLG633.22,266.247,-24.542,3.678,2.41,90.8,1562.7,14798,254681
BLG633.23,266.078,-24.542,3.597,2.542,90.7,1543.0,14785,251530
BLG633.24,265.908,-24.542,3.516,2.674,86.5,1341.5,14107,218786
BLG633.25,265.738,-24.542,3.435,2.805,95.0,1628.4,15497,265640
BLG633.26,266.934,-24.221,4.278,2.042,111.8,1821.5,18259,297496
BLG633.27,266.765,-24.221,4.197,2.175,104.4,1761.6,17051,287713
BLG633.28,266.595,-24.221,4.117,2.307,98.6,1647.1,16096,268875
BLG633.29,266.425,-24.221,4.037,2.439,106.0,1761.1,17308,287562
BLG633.30,266.255,-24.221,3.956,2.572,117.2,2044.5,19132,333758
BLG633.31,266.085,-24.221,3.875,2.704,118.0,2029.2,19267,331339
BLG633.32,265.916,-24.221,3.794,2.836,115.3,1952.4,18822,318723
BLG636.01,268.139,-20.856,7.741,2.808,56.0,834.6,9167,136621
BLG636.02,267.975,-20.856,7.663,2.94,61.8,888.5,10116,145444
BLG636.03,267.81,-20.856,7.585,3.073,54.7,881.3,8952,144230
BLG636.04,267.646,-20.856,7.506,3.205,46.1,696.7,7542,113992
BLG636.05,267.481,-20.856,7.428,3.337,58.9,893.8,9634,146206
BLG636.06,267.317,-20.856,7.349,3.469,76.5,1208.3,12510,197612
BLG636.07,267.152,-20.856,7.27,3.601,79.8,1233.6,13050,201741
BLG636.08,268.296,-20.534,8.093,2.844,56.8,864.9,9300,141615
BLG636.09,268.132,-20.534,8.015,2.977,50.7,745.8,8299,122085
BLG636.10,267.967,-20.534,7.937,3.11,53.7,875.1,8788,143224
BLG636.11,267.803,-20.534,7.858,3.243,44.8,689.3,7331,112808
BLG636.12,267.638,-20.534,7.78,3.375,45.0,679.2,7362,111129
BLG636.13,267.474,-20.534,7.701,3.508,49.1,770.2,8031,125987
BLG636.14,267.309,-20.534,7.622,3.64,49.4,795.4,8078,130078
BLG636.15,267.145,-20.534,7.543,3.772,59.6,991.5,9744,162118
BLG636.16,266.98,-20.534,7.463,3.905,49.9,771.7,8158,126172
BLG636.17,268.296,-20.235,8.351,2.996,44.0,621.0,7204,101680
BLG636.18,268.132,-20.235,8.273,3.129,49.3,679.5,8070,111232
BLG636.19,267.967,-20.235,8.195,3.262,51.4,771.1,8414,126226
BLG636.20,267.803,-20.235,8.116,3.395,49.2,742.0,8051,121433
BLG636.21,267.638,-20.235,8.037,3.528,42.8,669.7,7002,109574
BLG636.22,267.474,-20.235,7.958,3.66,46.7,722.8,7639,118234
BLG636.23,267.309,-20.235,7.879,3.793,41.2,638.8,6737,104468
BLG636.24,267.145,-20.235,7.8,3.926,56.7,771.7,9270,126172
BLG636.25,266.98,-20.235,7.721,4.058,52.1,874.6,8518,143005
BLG636.26,268.139,-19.914,8.554,3.285,55.1,885.8,9021,145037
BLG636.27,267.975,-19.914,8.476,3.419,53.5,816.0,8757,133576
BLG636.28,267.81,-19.914,8.397,3.552,56.1,857.4,9181,140319
BLG636.29,267.646,-19.914,8.318,3.685,54.1,828.1,8851,135492
BLG636.30,267.481,-19.914,8.239,3.818,51.7,809.2,8456,132367
BLG636.31,267.317,-19.914,8.16,3.951,49.9,769.4,8160,125826
BLG636.32,267.152,-19.914,8.081,4.084,48.0,762.9,7849,124763
BLG637.01,268.16,-22.086,6.69,2.167,84.2,1251.1,13753,204357
BLG637.02,267.994,-22.086,6.612,2.299,86.0,1301.8,14047,212638
BLG637.03,267.828,-22.086,6.533,2.431,86.6,1405.5,14145,229577
BLG637.04,267.663,-22.086,6.455,2.564,77.7,1238.7,12688,202283
BLG637.05,267.497,-22.086,6.376,2.696,77.4,1276.0,12639,208374
BLG637.06,267.331,-22.086,6.297,2.828,76.7,1285.4,12522,209858
BLG637.07,267.165,-22.086,6.218,2.96,95.2,1489.4,15542,243163
BLG637.08,268.318,-21.765,7.041,2.203,100.3,1454.1,16391,237630
BLG637.09,268.152,-21.765,6.963,2.336,98.0,1440.9,16007,235359
BLG637.10,267.987,-21.765,6.885,2.469,76.7,1160.0,12528,189476
BLG637.11,267.821,-21.765,6.806,2.601,66.3,1045.4,10829,170757
BLG637.12,267.655,-21.765,6.728,2.734,51.7,776.9,8442,126870
BLG637.13,267.489,-21.765,6.649,2.866,45.9,680.8,7493,111149
BLG637.14,267.323,-21.765,6.57,2.999,53.8,820.5,8783,133957
BLG637.15,267.157,-21.765,6.491,3.131,66.2,1104.4,10805,180264
BLG637.16,266.991,-21.765,6.411,3.263,69.5,1088.6,11344,177685
BLG637.17,268.318,-21.466,7.299,2.355,71.6,1095.8,11698,179032
BLG637.18,268.152,-21.466,7.221,2.488,80.9,1253.1,13214,204683
BLG637.19,267.987,-21.466,7.143,2.621,63.6,970.3,10386,158452
BLG637.20,267.821,-21.466,7.064,2.754,62.2,1027.0,10157,167712
BLG637.21,267.655,-21.466,6.985,2.887,63.5,1025.5,10367,167426
BLG637.22,267.489,-21.466,6.906,3.019,64.9,1043.8,10595,170413
BLG637.23,267.323,-21.466,6.827,3.152,66.1,1083.6,10789,176869
BLG637.24,267.157,-21.466,6.748,3.285,81.2,1252.0,13250,204307
BLG637.25,266.991,-21.466,6.668,3.417,77.1,1134.8,12581,185182
BLG637.26,268.16,-21.144,7.502,2.645,60.4,946.9,9868,154705
BLG637.27,267.994,-21.144,7.423,2.778,59.9,944.5,9784,154276
BLG637.28,267.828,-21.144,7.345,2.911,60.2,957.3,9830,156329
BLG637.29,267.663,-21.144,7.266,3.044,51.1,822.2,8342,134234
BLG637.30,267.497,-21.144,7.186,3.178,58.1,967.9,9483,157984
BLG637.31,267.331,-21.144,7.107,3.31,66.9,1125.2,10919,183659
BLG637.32,267.165,-21.144,7.028,3.443,83.7,1321.1,13655,215530
BLG638.01,268.198,-23.317,5.647,1.512,79.6,1173.8,12737,187821
BLG638.02,268.031,-23.317,5.569,1.644,102.4,1566.4,16385,250652
BLG638.03,267.863,-23.317,5.49,1.776,105.3,1594.8,16849,255204
BLG638.04,267.696,-23.317,5.412,1.908,92.9,1465.8,14872,234657
BLG638.05,267.528,-23.317,5.333,2.04,99.3,1582.4,15897,253332
BLG638.06,267.361,-23.317,5.254,2.172,110.1,1792.4,17634,287098
BLG638.07,267.194,-23.317,5.175,2.304,112.3,1708.9,17987,273724
BLG638.08,268.358,-22.995,5.998,1.548,84.7,1330.4,13553,212895
BLG638.09,268.19,-22.995,5.92,1.681,94.8,1476.1,15169,236194
BLG638.10,268.023,-22.995,5.842,1.814,95.8,1501.2,15329,240227
BLG638.11,267.855,-22.995,5.763,1.946,102.2,1594.5,16349,255094
BLG638.12,267.688,-22.995,5.685,2.079,102.0,1620.9,16317,259309
BLG638.13,267.521,-22.995,5.606,2.211,85.2,1412.1,13640,226068
BLG638.14,267.353,-22.995,5.527,2.344,103.6,1711.4,16581,273926
BLG638.15,267.186,-22.995,5.447,2.476,109.6,1754.1,17550,280887
BLG638.16,267.019,-22.995,5.368,2.608,118.5,1975.0,18975,316268
BLG638.17,268.358,-22.696,6.256,1.7,79.8,1297.3,12763,207492
BLG638.18,268.19,-22.696,6.178,1.833,94.5,1422.8,15110,227517
BLG638.19,268.023,-22.696,6.099,1.966,110.5,1735.7,17677,277675
BLG638.20,267.855,-22.696,6.021,2.099,101.4,1628.8,16221,260581
BLG638.21,267.688,-22.696,5.942,2.232,87.4,1494.3,13982,239056
BLG638.22,267.521,-22.696,5.863,2.364,95.6,1622.3,15297,259597
BLG638.23,267.353,-22.696,5.784,2.497,100.4,1707.3,16069,273261
BLG638.24,267.186,-22.696,5.704,2.63,98.4,1720.7,15756,275531
BLG638.25,267.019,-22.696,5.625,2.762,111.4,1841.6,17834,294827
BLG638.26,268.198,-22.375,6.459,1.99,106.7,1710.7,17061,273546
BLG638.27,268.031,-22.375,6.38,2.123,105.3,1719.2,16837,274897
BLG638.28,267.863,-22.375,6.301,2.257,86.4,1401.3,13822,224178
BLG638.29,267.696,-22.375,6.222,2.39,74.4,1116.9,11899,178636
BLG638.30,267.528,-22.375,6.143,2.523,73.8,1294.7,11803,207066
BLG638.31,267.361,-22.375,6.063,2.656,78.0,1407.7,12481,225254
BLG638.32,267.194,-22.375,5.984,2.788,79.8,1373.3,12769,219749
BLG639.01,268.24,-24.547,4.606,0.853,25.2,272.8,4107,44469
BLG639.02,268.071,-24.547,4.528,0.986,28.9,297.1,4712,48442
BLG639.03,267.902,-24.547,4.45,1.118,35.7,357.2,5816,58200
BLG639.04,267.733,-24.547,4.371,1.25,42.0,421.3,6846,68677
BLG639.05,267.564,-24.547,4.293,1.382,46.2,458.2,7527,74656
BLG639.06,267.395,-24.547,4.214,1.514,60.1,599.4,9790,97639
BLG639.07,267.227,-24.547,4.135,1.646,79.9,801.6,13015,130577
BLG639.08,268.401,-24.226,4.958,0.89,33.7,337.9,5496,55108
BLG639.09,268.232,-24.226,4.88,1.023,37.1,356.7,6049,58160
BLG639.10,268.063,-24.226,4.801,1.155,43.1,433.5,7024,70649
BLG639.11,267.894,-24.226,4.723,1.288,63.0,617.7,10267,100669
BLG639.12,267.725,-24.226,4.644,1.42,63.8,655.9,10392,106843
BLG639.13,267.557,-24.226,4.565,1.553,78.3,792.8,12751,129113
BLG639.14,267.388,-24.226,4.486,1.685,89.1,1202.2,14503,195702
BLG639.15,267.219,-24.226,4.407,1.817,108.1,1605.0,17592,261199
BLG639.16,267.05,-24.226,4.327,1.949,113.7,1790.8,18512,291582
BLG639.17,268.401,-23.927,5.216,1.042,34.7,339.6,5657,55372
BLG639.18,268.232,-23.927,5.137,1.175,43.3,424.9,7058,69264
BLG639.19,268.063,-23.927,5.059,1.308,68.8,698.8,11212,113886
BLG639.20,267.894,-23.927,4.98,1.44,92.2,1199.5,15026,195487
BLG639.21,267.725,-23.927,4.901,1.573,92.3,1275.3,15035,207741
BLG639.22,267.557,-23.927,4.822,1.706,93.2,1334.8,15181,217433
BLG639.23,267.388,-23.927,4.743,1.838,108.8,1633.5,17710,265901
BLG639.24,267.219,-23.927,4.663,1.971,119.9,1944.7,19517,316558
BLG639.25,267.05,-23.927,4.584,2.103,101.7,1704.8,16546,277374
BLG639.26,268.24,-23.605,5.418,1.332,55.6,549.4,9076,89687
BLG639.27,268.071,-23.605,5.339,1.465,84.1,958.1,13722,156332
BLG639.28,267.902,-23.605,5.26,1.598,104.8,1486.1,17096,242427
BLG639.29,267.733,-23.605,5.181,1.731,102.8,1519.2,16761,247700
BLG639.30,267.564,-23.605,5.102,1.864,100.2,1613.0,16326,262814
BLG639.31,267.395,-23.605,5.023,1.997,112.9,1770.2,18390,288366
BLG639.32,267.227,-23.605,4.943,2.13,111.9,1741.3,18219,283524
BLG641.01,269.446,-21.471,7.823,1.446,36.4,387.4,5947,63296
BLG641.02,269.28,-21.471,7.746,1.579,46.6,530.1,7612,86591
BLG641.03,269.115,-21.471,7.669,1.712,54.6,658.1,8916,107473
BLG641.04,268.95,-21.471,7.592,1.845,67.9,977.9,11086,159661
BLG641.05,268.785,-21.471,7.514,1.978,67.8,1038.5,11072,169587
BLG641.06,268.62,-21.471,7.437,2.11,72.5,1095.3,11839,178879
BLG641.07,268.454,-21.471,7.359,2.243,71.8,1109.4,11722,181129
BLG641.08,269.603,-21.15,8.175,1.479,57.4,780.8,9389,127716
BLG641.09,269.438,-21.15,8.098,1.613,74.1,1037.0,12118,169593
BLG641.10,269.273,-21.15,8.021,1.746,76.6,1105.3,12524,180719
BLG641.11,269.108,-21.15,7.944,1.879,69.1,984.2,11295,160881
BLG641.12,268.942,-21.15,7.866,2.013,63.4,894.0,10365,146178
BLG641.13,268.777,-21.15,7.789,2.146,68.7,1045.8,11229,170956
BLG641.14,268.612,-21.15,7.711,2.279,59.9,900.0,9789,147080
BLG641.15,268.447,-21.15,7.633,2.412,59.0,874.4,9644,142929
BLG641.16,268.281,-21.15,7.555,2.545,57.9,951.1,9462,155437
BLG641.17,269.603,-20.85,8.434,1.628,73.9,1046.2,12100,171292
BLG641.18,269.438,-20.85,8.357,1.762,88.7,1278.5,14519,209294
BLG641.19,269.273,-20.85,8.28,1.896,83.8,1270.2,13714,207868
BLG641.20,269.108,-20.85,8.203,2.03,80.8,1177.1,13220,192594
BLG641.21,268.942,-20.85,8.125,2.163,87.0,1312.8,14231,214753
BLG641.22,268.777,-20.85,8.047,2.296,79.3,1238.8,12968,202583
BLG641.23,268.612,-20.85,7.969,2.43,73.5,1172.9,12017,191769
BLG641.24,268.447,-20.85,7.891,2.563,67.4,1093.2,11017,178694
BLG641.25,268.281,-20.85,7.813,2.696,55.2,940.2,9018,153618
BLG641.26,269.446,-20.529,8.639,1.917,76.1,1111.9,12460,182058
BLG641.27,269.28,-20.529,8.562,2.051,76.6,1107.9,12539,181359
BLG641.28,269.115,-20.529,8.484,2.185,84.5,1256.2,13825,205528
BLG641.29,268.95,-20.529,8.407,2.318,70.3,1075.8,11499,175985
BLG641.30,268.785,-20.529,8.329,2.452,74.1,1119.8,12118,183139
BLG641.31,268.62,-20.529,8.251,2.586,68.2,1056.7,11150,172762
BLG641.32,268.454,-20.529,8.173,2.719,58.1,958.1,9494,156581
BLG642.01,269.479,-22.702,6.773,0.804,16.0,140.2,2650,23224
BLG642.02,269.312,-22.702,6.696,0.937,20.2,170.8,3346,28293
BLG642.03,269.146,-22.702,6.619,1.07,18.8,166.0,3115,27511
BLG642.04,268.979,-22.702,6.542,1.202,40.3,368.4,6680,61070
BLG642.05,268.813,-22.702,6.464,1.335,50.6,498.6,8385,82633
BLG642.06,268.646,-22.702,6.386,1.468,58.4,590.0,9683,97828
BLG642.07,268.479,-22.702,6.309,1.601,73.7,952.0,12223,157881
BLG642.08,269.638,-22.38,7.125,0.837,18.8,161.9,3114,26818
BLG642.09,269.471,-22.38,7.048,0.97,13.8,108.9,2286,18043
BLG642.10,269.305,-22.38,6.971,1.104,15.7,134.9,2601,22356
BLG642.11,269.138,-22.38,6.893,1.237,23.0,219.0,3812,36303
BLG642.12,268.971,-22.38,6.816,1.37,44.3,406.8,7345,67450
BLG642.13,268.805,-22.38,6.738,1.503,50.4,487.5,8358,80850
BLG642.14,268.638,-22.38,6.66,1.636,75.5,960.5,12524,159335
BLG642.15,268.472,-22.38,6.582,1.769,76.5,1020.8,12693,169371
BLG642.16,268.305,-22.38,6.504,1.902,98.5,1521.4,16347,252503
BLG642.17,269.638,-22.081,7.384,0.986,19.1,138.8,3164,22997
BLG642.18,269.471,-22.081,7.307,1.12,15.0,117.9,2485,19539
BLG642.19,269.305,-22.081,7.229,1.254,24.8,207.9,4111,34463
BLG642.20,269.138,-22.081,7.152,1.387,44.4,375.7,7365,62322
BLG642.21,268.971,-22.081,7.074,1.521,56.5,567.1,9372,94073
BLG642.22,268.805,-22.081,6.997,1.654,58.9,607.8,9772,100849
BLG642.23,268.638,-22.081,6.919,1.788,72.2,980.1,11982,162670
BLG642.24,268.472,-22.081,6.841,1.921,76.3,1102.3,12666,182987
BLG642.25,268.305,-22.081,6.762,2.054,83.1,1241.8,13798,206202
BLG642.26,269.479,-21.76,7.589,1.275,25.5,218.9,4230,36312
BLG642.27,269.312,-21.76,7.511,1.409,43.4,427.7,7199,70949
BLG642.28,269.146,-21.76,7.434,1.542,75.6,962.0,12540,159573
BLG642.29,268.979,-21.76,7.356,1.676,79.7,1103.7,13224,183131
BLG642.30,268.813,-21.76,7.278,1.81,83.4,1232.4,13841,204535
BLG642.31,268.646,-21.76,7.2,1.944,72.8,1014.8,12085,168461
BLG642.32,268.479,-21.76,7.122,2.077,78.9,1191.5,13097,197803
BLG643.01,269.529,-23.932,5.73,0.148,13.4,125.5,2194,20549
BLG643.02,269.361,-23.932,5.653,0.281,19.7,147.5,3225,24152
BLG643.03,269.193,-23.932,5.576,0.414,21.0,182.0,3438,29801
BLG643.04,269.025,-23.932,5.499,0.547,19.1,186.3,3126,30498
BLG643.05,268.857,-23.932,5.422,0.68,17.4,190.5,2849,31200
BLG643.06,268.689,-23.932,5.344,0.812,20.8,221.5,3405,36269
BLG643.07,268.521,-23.932,5.266,0.945,30.4,321.5,4976,52631
BLG643.08,269.69,-23.611,6.082,0.181,12.8,118.3,2097,19389
BLG643.09,269.522,-23.611,6.005,0.315,29.7,281.8,4870,46209
BLG643.10,269.353,-23.611,5.928,0.448,29.1,272.9,4770,44739
